position,name,rarity,special_skill,date_added,debut_tour,is_daily_select,is_in_pipes,favorite_courses_base,favorite_courses_level_3,favorite_courses_level_6,favored_courses,baby,crown,dress,earrings,extended_tongue,gloves,hat,helmet,horns,kong,koopaling,mustache,ribbon,shell,short_sleeves,three_hairs,tie
87,Builder Luigi,High-End,Hammer,2020-11-18,Mario vs. Luigi Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon R/T, 3DS Daisy Hills T, 3DS Rosalina's Ice World T, 3DS Shy Guy Bazaar R/T, Berlin Byways 2T, DS Airship Fortress T, DS Waluigi Pinball T, GBA Sunset Wilds R/T, GCN Dino Dino Jungle T, N64 Koopa Troopa Beach R/T, Paris Promenade 2T, RMX Mario Circuit 1T, RMX Rainbow Road 1R/T, SNES Choco Island 1T, SNES Mario Circuit 3R/T, Tokyo Blur 4T, Wii Maple Treeway T","GCN Yoshi Circuit R/T, SNES Vanilla Lake 1R/T","DS Luigi's Mansion R/T, SNES Ghost Valley 1R/T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
88,Fire Rosalina,High-End,Fire Flower,2020-12-16,Rosalina Tour,FALSE,FALSE,"3DS Rainbow Road, 3DS Rosalina's Ice World, DS Airship Fortress R, DS Airship Fortress T, GBA Sunset Wilds T, GCN Yoshi Circuit, N64 Kalimari Desert 2R, RMX Rainbow Road 1, RMX Rainbow Road 1R/T, RMX Rainbow Road 2R, SNES Ghost Valley 1, Wii Maple Treeway T","3DS Rosalina's Ice World R, Merry Mountain","GBA Bowser's Castle 2, SNES Rainbow Road R",,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
89,Luigi (Lederhosen),High-End,Triple Mushrooms,2021-01-13,Berlin Tour,FALSE,FALSE,"3DS Mario Circuit R/T, 3DS Shy Guy Bazaar, Berlin Byways 2, Berlin Byways 2R/T, DS Airship Fortress, Merry Mountain, N64 Choco Mountain, N64 Choco Mountain R, N64 Kalimari Desert 2, N64 Kalimari Desert R, RMX Choco Island 2T, SNES Donut Plains 2R, SNES Mario Circuit 1T, Wii DK Summit T","DS Airship Fortress T, DS Waluigi Pinball T","DS Waluigi Pinball, SNES Mario Circuit 1",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
90,Cat Peach,High-End,Super Bell,2021-01-27,Cat Tour,FALSE,FALSE,"3DS Rosalina's Ice World T, DS Airship Fortress, GBA Sunset Wilds R/T, Merry Mountain, N64 Kalimari Desert 2, N64 Royal Raceway R/T, RMX Choco Island 2, RMX Rainbow Road 1, RMX Rainbow Road 1R/T, RMX Rainbow Road 1T, RMX Rainbow Road 2, SNES Donut Plains 2, Tokyo Blur 4R/T, Wii Maple Treeway","N64 Royal Raceway R, Wii Maple Treeway T","Merry Mountain T, SNES Donut Plains 2T",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
91,Cat Toad,High-End,Super Bell,2021-01-27,Cat Tour,FALSE,FALSE,"3DS Rosalina's Ice World R, 3DS Toad Circuit T, GBA Bowser's Castle 2R, GBA Sunset Wilds R/T, GCN Dino Dino Jungle, GCN Yoshi Circuit T, Merry Mountain R, Paris Promenade 2R, RMX Rainbow Road 1R/T, SNES Donut Plains 2R, Tokyo Blur 4","3DS Shy Guy Bazaar R, Paris Promenade 2","Merry Mountain, SNES Donut Plains 2",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92,Pauline (Rose),High-End,Fire Flower,2021-02-14,Peach vs. Daisy Tour,FALSE,FALSE,"3DS Rainbow Road R, 3DS Rainbow Road R/T, RMX Choco Island 2T, RMX Rainbow Road 1, RMX Rainbow Road 1R, RMX Rainbow Road 2, RMX Rainbow Road 2T, SNES Choco Island 1T, SNES Donut Plains 2R, SNES Donut Plains 2R/T, SNES Donut Plains 2T, Tokyo Blur 4R/T, Tokyo Blur 4T, Wii Maple Treeway","RMX Choco Island 1, Wii Maple Treeway R","RMX Choco Island 2, SNES Donut Plains 2",,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
93,Penguin Toad,High-End,Dash Ring,2021-02-24,Snow Tour,FALSE,FALSE,"3DS Toad Circuit R, 3DS Toad Circuit T, RMX Choco Island 2T, RMX Rainbow Road 2T, SNES Donut Plains 2R/T, SNES Vanilla Lake 1T, Tokyo Blur 4R, Wii DK Summit","N64 Frappe Snowland T, SNES Vanilla Lake 1R","3DS Rosalina's Ice World, Wii DK Summit R",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
94,Mario (Racing),High-End,Triple Mushrooms,2021-03-10,Mario Tour,FALSE,FALSE,"3DS Toad Circuit T, N64 Royal Raceway R/T, RMX Mario Circuit 1R/T, SNES Mario Circuit 1R, SNES Mario Circuit 1R/T, Tokyo Blur 4, Wii DK Summit T","3DS Toad Circuit R, RMX Mario Circuit 1T","SNES Mario Circuit 1, Tokyo Blur 4R/T",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
95,White Yoshi,High-End,Triple Mushrooms,2021-03-24,Yoshi Tour (2021),FALSE,FALSE,"3DS Toad Circuit R, N64 Royal Raceway R/T, RMX Mario Circuit 1, Tokyo Blur 4","GCN Yoshi Circuit T, RMX Mario Circuit 1R","3DS Toad Circuit, SNES Donut Plains 2R/T",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
96,Baby Mario (Koala),High-End,Heart,2021-04-21,Sydney Tour,FALSE,FALSE,"Sydney Sprint, 3DS Rosalina's Ice World T, Wii DK Summit T, Sydney Sprint R/T, RMX Choco Island 2, GCN Dino Dino Jungle, GCN Dino Dino Jungle R, GCN Dino Dino Jungle R/T, N64 Frappe Snowland R/T","RMX Choco Island 2T, N64 Koopa Troopa Beach R","N64 Koopa Troopa Beach T, Wii DK Summit",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
97,Builder Toadette,High-End,Hammer,2021-05-19,Trick Tour (2021),FALSE,FALSE,"RMX Choco Island 1R/T, DS Waluigi Pinball R/T, 3DS Rainbow Road R/T, SNES Donut Plains 1R/T, SNES Vanilla Lake 1R/T","3DS Daisy Hills R/T, GBA Sunset Wilds R/T","SNES Mario Circuit 1R/T, DS Airship Fortress R/T",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
98,Dry Bowser,High-End,Bowser's Shell,2019-09-25,New York Tour,TRUE,FALSE,"3DS Neo Bowser City R/T, 3DS Neo Bowser City T, 3DS Shy Guy Bazaar R, DS DK Pass R, GBA Bowser's Castle 1R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2, GBA Bowser's Castle 2R, GCN Dino Dino Jungle, GCN Dino Dino Jungle T, N64 Choco Mountain R, New York Minute 3T","DS DK Pass R/T, GBA Bowser's Castle 2T","3DS Rock Rock Mountain T, RMX Mario Circuit 1T",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
99,King Boo (Luigi's Mansion),High-End,Bob-omb Cannon,2019-10-23,Halloween Tour (2019),FALSE,FALSE,"3DS Rock Rock Mountain T, 3DS Shy Guy Bazaar T, DS Airship Fortress T, DS Luigi's Mansion T, GBA Bowser's Castle 1, RMX Choco Island 2R, RMX Rainbow Road 2R, SNES Ghost Valley 1, SNES Ghost Valley 1R, SNES Rainbow Road R/T","DS Luigi's Mansion R, GBA Bowser's Castle 2","3DS Rock Rock Mountain R, DS DK Pass T",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
100,Shy Guy (Pastry Chef),High-End,Mushroom Cannon,2019-11-06,Paris Tour,FALSE,FALSE,"3DS Neo Bowser City R, 3DS Shy Guy Bazaar R, Berlin Byways 2, Berlin Byways 2R, DS Luigi's Mansion R/T, N64 Choco Mountain T, N64 Kalimari Desert, N64 Koopa Troopa Beach R, N64 Koopa Troopa Beach T, New York Minute 3R, New York Minute 3R/T, Paris Promenade R, Paris Promenade T, RMX Choco Island 2R, RMX Mario Circuit 1T, SNES Choco Island 1R, Tokyo Blur 2R/T","N64 Kalimari Desert R/T, SNES Choco Island 2R","3DS Rock Rock Mountain T, N64 Choco Mountain",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
101,Waluigi (Bus Driver),High-End,Triple Bananas,2019-12-04,London Tour,FALSE,FALSE,"3DS Neo Bowser City, 3DS Neo Bowser City T, 3DS Shy Guy Bazaar R/T, Berlin Byways 2R/T, DS Luigi's Mansion T, DS Waluigi Pinball R, DS Waluigi Pinball T, GBA Bowser's Castle 2R, GCN Yoshi Circuit R, London Loop 2T, London Loop R, New York Minute 3, New York Minute 3R, Paris Promenade, SNES Ghost Valley 1R/T","3DS Mario Circuit T, SNES Mario Circuit 1R/T","DS Luigi's Mansion, N64 Kalimari Desert R",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
102,Gold Koopa (Freerunning),High-End,Coin Box,2020-01-01,New Year's Tour,FALSE,FALSE,"3DS Mario Circuit T, 3DS Neo Bowser City R, 3DS Rainbow Road R/T, GCN Dino Dino Jungle R, N64 Koopa Troopa Beach, N64 Koopa Troopa Beach R, N64 Koopa Troopa Beach R/T, Paris Promenade R, Paris Promenade R/T, RMX Choco Island 2R, SNES Choco Island 1R, SNES Donut Plains 1T, SNES Mario Circuit 1R/T, SNES Mario Circuit 2R/T, Tokyo Blur 2R/T, Tokyo Blur 2T","3DS Toad Circuit R/T, N64 Koopa Troopa Beach T","3DS Cheep Cheep Lagoon T, GCN Dino Dino Jungle",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
103,Wario (Hiker),High-End,Bob-omb Cannon,2020-02-12,Vancouver Tour,FALSE,FALSE,"3DS Rock Rock Mountain, DS DK Pass R, DS DK Pass R/T, DS DK Pass T, DS Luigi's Mansion, DS Luigi's Mansion R, GCN Dino Dino Jungle T, N64 Choco Mountain, N64 Kalimari Desert R, Paris Promenade T, SNES Vanilla Lake 1R, Vancouver Velocity R, Wii DK Summit T","GBA Bowser's Castle 1, SNES Vanilla Lake 1","DS DK Pass, RMX Mario Circuit 1R",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
104,Dry Bones (Gold),High-End,Coin Box,2020-04-29,Trick Tour (2020),FALSE,FALSE,"3DS Neo Bowser City R/T, 3DS Rainbow Road R/T, GBA Bowser's Castle 1, GBA Bowser's Castle 1R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2, GBA Bowser's Castle 2R/T, GBA Bowser's Castle 2T, N64 Kalimari Desert 2, New York Minute 3, RMX Rainbow Road 1R, SNES Choco Island 1, SNES Ghost Valley 1R/T, SNES Koopa Troopa Beach 2, SNES Rainbow Road R, SNES Vanilla Lake 1R/T, Vancouver Velocity","GBA Bowser's Castle 2R, SNES Rainbow Road","N64 Kalimari Desert 2R, SNES Ghost Valley 1",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
105,Funky Kong,High-End,Banana Barrels,2020-05-20,Jungle Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon R, 3DS Cheep Cheep Lagoon T, 3DS Neo Bowser City, 3DS Neo Bowser City T, 3DS Rock Rock Mountain R, 3DS Rock Rock Mountain T, DS DK Pass, GCN Dino Dino Jungle, GCN Dino Dino Jungle R/T, Los Angeles Laps R/T, N64 Choco Mountain R, New York Minute 3R, Paris Promenade 2R, Paris Promenade 2T, RMX Choco Island 2R, SNES Vanilla Lake 1T, Tokyo Blur 4T","DS Waluigi Pinball R/T, GBA Bowser's Castle 2T","3DS Cheep Cheep Lagoon, N64 Royal Raceway T",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,Dixie Kong,High-End,Triple Bananas,2020-05-20,Jungle Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon, 3DS Cheep Cheep Lagoon R, 3DS Daisy Hills, 3DS Daisy Hills R, 3DS Daisy Hills T, London Loop, N64 Kalimari Desert 2R, N64 Royal Raceway R, RMX Choco Island 1R, RMX Choco Island 1T, SNES Donut Plains 1, SNES Donut Plains 1T, SNES Vanilla Lake 1, Wii Maple Treeway","N64 Royal Raceway, SNES Choco Island 2R/T","N64 Kalimari Desert 2, RMX Choco Island 1",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,Dry Bowser (Gold),High-End,Bob-omb Cannon,2020-06-07,Cooking Tour,FALSE,FALSE,"3DS Neo Bowser City, 3DS Neo Bowser City T, 3DS Rainbow Road R, 3DS Rainbow Road T, 3DS Rock Rock Mountain R, 3DS Rosalina's Ice World T, DS Airship Fortress, DS Airship Fortress R, DS Luigi's Mansion T, DS Waluigi Pinball R, DS Waluigi Pinball T, GBA Bowser's Castle 2R/T, GCN Dino Dino Jungle, GCN Dino Dino Jungle T, N64 Kalimari Desert R, RMX Rainbow Road 1R, SNES Choco Island 1T, Vancouver Velocity R","DS Waluigi Pinball, N64 Kalimari Desert T","3DS Neo Bowser City R, RMX Rainbow Road 1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
108,Wario (Cowboy),High-End,Fire Flower,2020-07-29,Wild West Tour,FALSE,FALSE,"3DS Neo Bowser City R, DS Airship Fortress T, DS Luigi's Mansion R/T, Merry Mountain T, N64 Kalimari Desert 2, N64 Kalimari Desert 2T, RMX Choco Island 2, SNES Donut Plains 1, SNES Donut Plains 1R, SNES Donut Plains 1R/T, Tokyo Blur 3T, Tokyo Blur T","DS Luigi's Mansion T, GCN Dino Dino Jungle","DS Airship Fortress R, N64 Kalimari Desert 2R",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
109,Nabbit,High-End,Wild West Tour,2020-07-29,Wild West Tour,FALSE,FALSE,"3DS Rosalina's Ice World, 3DS Rosalina's Ice World R, 3DS Toad Circuit, DS Waluigi Pinball R/T, Los Angeles Laps R/T, N64 Choco Mountain T, N64 Frappe Snowland, N64 Frappe Snowland R/T, N64 Kalimari Desert 2R, N64 Kalimari Desert 2T, RMX Choco Island 1, SNES Choco Island 1, SNES Choco Island 1T, SNES Choco Island 2, SNES Choco Island 2R, SNES Mario Circuit 1, Tokyo Blur 2, Tokyo Blur 2R, Tokyo Blur 4, Wii DK Summit T","3DS Toad Circuit T, DS Luigi's Mansion T","DS Airship Fortress T, N64 Choco Mountain",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,Bowser Jr. (Pirate),High-End,Bob-omb Cannon,2020-08-12,Pirate Tour,FALSE,FALSE,"3DS Cheep Cheep Lagoon R/T, 3DS Neo Bowser City T, DS Airship Fortress, DS Airship Fortress R, GBA Bowser's Castle 1R/T, GBA Bowser's Castle 2T, Los Angeles Laps R/T, N64 Kalimari Desert 2, Paris Promenade 2, RMX Rainbow Road 1T, SNES Ghost Valley 1R/T, SNES Vanilla Lake 1R, SNES Vanilla Lake 1T, Tokyo Blur, Tokyo Blur R","3DS Neo Bowser City, SNES Koopa Troopa Beach 2R","N64 Frappe Snowland T, RMX Rainbow Road 1",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
111,King Bob-omb,High-End,Pirate Tour,2020-08-12,Pirate Tour,FALSE,FALSE,"3DS Rosalina's Ice World, 3DS Toad Circuit, Berlin Byways 2, Berlin Byways 2R/T, DS Airship Fortress R, DS Airship Fortress T, DS DK Pass, DS DK Pass T, DS Luigi's Mansion R, DS Waluigi Pinball R/T, GBA Bowser's Castle 1T, GBA Bowser's Castle 2, GBA Bowser's Castle 2T, GBA Sunset Wilds, N64 Choco Mountain, SNES Donut Plains 2, SNES Koopa Troopa Beach 2T, Wii DK Summit","3DS Toad Circuit T, SNES Ghost Valley 1R","N64 Choco Mountain R, RMX Choco Island 1R",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
112,Donkey Kong Jr. (SNES),High-End,Triple Bananas,2020-09-09,Super Mario Kart Tour,FALSE,FALSE,"Berlin Byways 2R/T, DS Waluigi Pinball, DS Waluigi Pinball T, GBA Bowser's Castle 1T, Los Angeles Laps R, Los Angeles Laps T, N64 Choco Mountain, N64 Choco Mountain R, N64 Frappe Snowland R/T, N64 Royal Raceway R, RMX Rainbow Road 1T, SNES Choco Island 1R, SNES Mario Circuit 3, Tokyo Blur R, Tokyo Blur T, Wii DK Summit, Wii DK Summit R","SNES Donut Plains 1, SNES Donut Plains 1R","DS Waluigi Pinball R, RMX Rainbow Road 1R",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113,Shy Guy (Gold),High-End,Giga Bob-omb,2020-10-11,1st Anniversary Tour,FALSE,FALSE,"3DS Neo Bowser City R/T, 3DS Rainbow Road T, 3DS Rosalina's Ice World, 3DS Shy Guy Bazaar R, 3DS Shy Guy Bazaar T, Berlin Byways 2R, DS Airship Fortress, DS Airship Fortress T, GBA Bowser's Castle 1R/T, GBA Sunset Wilds, SNES Rainbow Road R/T, Tokyo Blur R, Tokyo Blur T, Vancouver Velocity R, Wii DK Summit T, Wii Maple Treeway R, Wii Maple Treeway T","3DS Rainbow Road R, RMX Choco Island 1R","3DS Shy Guy Bazaar, Wii Maple Treeway",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
114,King Boo (Gold),High-End,Coin Box,2020-10-21,Halloween Tour (2020),FALSE,FALSE,"3DS Rainbow Road, DS Luigi's Mansion, Merry Mountain R, N64 Kalimari Desert 2R, N64 Kalimari Desert 2T, RMX Choco Island 1, SNES Choco Island 2, SNES Ghost Valley 1T, SNES Koopa Troopa Beach 2R, SNES Rainbow Road R/T, SNES Vanilla Lake 1T, Tokyo Blur 4R, Wii Maple Treeway R","DS Airship Fortress, DS Airship Fortress R","SNES Rainbow Road T, Wii Maple Treeway",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,Bowser (Santa),High-End,Coin Box,2020-12-02,Winter Tour (2020),FALSE,FALSE,"3DS Shy Guy Bazaar, DS Waluigi Pinball T, GBA Bowser's Castle 2R, Merry Mountain, N64 Frappe Snowland, N64 Royal Raceway, RMX Rainbow Road 1R/T, RMX Rainbow Road 2, SNES Ghost Valley 1R, SNES Vanilla Lake 1, SNES Vanilla Lake 1R, Wii Maple Treeway, Wii Maple Treeway T","3DS Rainbow Road T, GCN Dino Dino Jungle R/T","3DS Shy Guy Bazaar R/T, Merry Mountain R",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
116,Lakitu (Party Time),High-End,Lucky Seven,2020-12-30,New Year's 2021 Tour,FALSE,FALSE,"3DS Rainbow Road R, 3DS Rosalina's Ice World, Berlin Byways 2R, DS Waluigi Pinball, DS Waluigi Pinball R, GBA Bowser's Castle 2T, GCN Yoshi Circuit T, Merry Mountain T, N64 Kalimari Desert T, Paris Promenade 2R, Paris Promenade 2T, RMX Choco Island 2T, RMX Rainbow Road 1R, RMX Rainbow Road 2, SNES Donut Plains 2T, SNES Mario Circuit 3R, SNES Mario Circuit 3T, Tokyo Blur 4R","RMX Rainbow Road 1T, RMX Rainbow Road 2R","3DS Rosalina's Ice World R, N64 Kalimari Desert",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
117,Birdo (Black),High-End,Bob-omb Cannon,2021-03-24,Yoshi Tour (2021),FALSE,FALSE,"DS Airship Fortress R, GBA Sunset Wilds T, SNES Donut Plains 2R/T, Tokyo Blur 4R, Tokyo Blur 4T","DS Waluigi Pinball R, GBA Sunset Wilds R","DS Airship Fortress, GCN Yoshi Circuit",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
118,Shy Guy Ninja,High-End,Boomerang Flower,2021-04-07,Ninja Tour,FALSE,FALSE,"Ninja Hideaway, Ninja Hideaway R, RMX Choco Island 2T, SNES Donut Plains 2T, 3DS Neo Bowser City T, Syndey Sprint R/T, DS Luigi's Mansion, Wii DK Summit T, Wii DK Summit R, GBA Bowser's Castle 2, DS Airship Fortress R, 3DS Shy Guy Bazaar R/T, SNES Ghost Valley 1R/T","3DS Neo Bowser City R, N64 Choco Mountain R","Ninja Hideaway T, RMX Choco Island 2T",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,King Bob-omb (Gold),High-End,Coin Box,2021-04-11,Ninja Tour,FALSE,FALSE,"Ninja Hideaway T, SNES Koopa Troopa Beach 2, N64 Choco Mountain T, SNES Donut Plains 2, RMX Rainbow Road 2R, SNES Choco Island 2R/T, RMX Choco Island 2, RMX Choco Island 2R, Sydney Sprint T, N64 Kalimari Desert 2T, N64 Kalimari Desert 2R, DS Airship Fortress, DS Airship Fortress T, GBA Bowser's Castle 2R/T, SNES Vanilla Lake 1R/T, DS Airship Fortress R/T","DS Waluigi Pinball T, SNES Donut Plains 2R","Ninja Hideaway, RMX Rainbow Road 2T",,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
